ID_Cliente,Edad,Genero,Ingresos_Anuales,Gastos_Mensuales,Deudas,Ahorros,Score_Credito
5879,38,Femenino,137107,2904,23770,81478,837
5880,47,Femenino,89815,2701,13104,57130,631
5881,38,Femenino,47924,3789,15855,68311,810
5882,65,Femenino,102593,1653,37524,96054,592
5883,34,Masculino,137490,4661,37463,3639,335
5884,57,Masculino,27312,2927,919,90702,827
5885,36,Femenino,50353,1836,42706,50590,377
5886,69,Masculino,133744,906,34526,66386,320
5887,32,Femenino,120673,3978,34599,49591,544
5888,26,Femenino,106450,4544,9363,73336,694
5889,69,Masculino,36192,776,49511,72111,353
5890,27,Masculino,37450,3980,14255,43955,392
5891,61,Femenino,25432,2861,3810,94535,592
5892,48,Femenino,77225,3096,1440,59009,675
5893,40,Femenino,116548,2468,43879,84828,475
5894,69,Femenino,118991,960,1719,30249,489
5895,47,Femenino,98711,2946,44213,21577,491
5896,50,Femenino,85604,4239,555,17928,367
5897,69,Masculino,30295,2082,42193,30238,623
5898,26,Femenino,26774,4017,12112,44639,454
5899,64,Femenino,135107,4698,2297,32001,753
5900,18,Masculino,32190,2875,1535,18199,525
5901,61,Femenino,51286,3239,14931,60660,532
5902,52,Femenino,96325,1471,6282,66986,807
5903,28,Masculino,114450,1825,28634,97989,403
5904,51,Femenino,117480,652,44262,92159,765
5905,33,Masculino,92427,4108,25485,94951,727
5906,26,Femenino,107513,4460,34729,71384,741
5907,49,Masculino,84014,3606,24587,24749,425
5908,32,Masculino,115887,3586,33747,74826,335
5909,29,Masculino,95852,1229,33040,83042,537
5910,50,Femenino,75256,4467,45543,76288,541
5911,62,Femenino,148477,4669,23641,92154,432
5912,31,Masculino,138580,4502,26573,72820,526
5913,25,Masculino,118743,2832,5144,44738,702
5914,25,Femenino,78630,2073,1688,87272,695
5915,44,Femenino,135896,3768,48088,18560,389
5916,29,Femenino,111190,4875,17979,76149,554
5917,18,Femenino,82771,1185,31803,81470,382
5918,60,Femenino,71715,4388,16154,28907,799
5919,57,Masculino,27466,2079,37451,79691,608
5920,59,Femenino,146503,1468,15123,70373,831
5921,68,Masculino,37637,4237,23998,39101,383
5922,28,Femenino,146237,2533,5786,93884,326
5923,56,Masculino,88745,1267,30289,55463,678
5924,60,Masculino,56317,1145,5129,48734,629
5925,48,Femenino,69766,4621,28914,59036,692
5926,34,Masculino,23078,1579,25777,16674,516
5927,50,Masculino,47299,1136,2845,44891,680
5928,49,Masculino,121794,4825,8448,23892,807
5929,46,Masculino,23543,2600,49461,71129,582
5930,38,Femenino,142790,600,27139,47242,513
5931,38,Masculino,114627,4417,21718,74295,455
5932,57,Femenino,71052,1368,49030,87558,829
5933,40,Masculino,114483,4597,23581,87090,458
5934,23,Femenino,42064,521,27993,84958,340
5935,39,Femenino,92287,3125,42048,32294,804
5936,67,Femenino,100442,2403,12923,60487,818
5937,55,Masculino,140550,3076,13084,82228,304
5938,54,Femenino,103632,4609,17560,51290,320
5939,62,Femenino,34425,3793,22567,18580,541
5940,68,Masculino,71481,2435,19481,97309,405
5941,25,Femenino,97347,1115,32016,461,642
5942,58,Masculino,103114,2950,11422,4732,716
5943,66,Masculino,92317,4084,1724,82565,337
5944,52,Femenino,142850,786,30471,61957,635
5945,68,Masculino,106826,3818,2628,22398,772
5946,28,Masculino,70530,2423,27875,75124,412
5947,41,Masculino,101099,3273,17734,52420,550
5948,66,Femenino,45888,2590,24109,45245,644
5949,38,Masculino,47491,3301,619,93986,370
5950,68,Masculino,133101,1492,13786,32639,563
5951,19,Masculino,52352,2084,28634,57067,683
5952,57,Femenino,135437,2403,21927,45134,690
5953,36,Masculino,41676,1375,9729,75298,772
5954,56,Femenino,85836,2385,22237,49967,810
5955,45,Masculino,57463,643,36540,83825,433
5956,34,Femenino,130478,2756,35301,8040,688
5957,23,Femenino,68990,1622,41437,77895,360
5958,36,Femenino,106544,1199,21735,37666,769
5959,55,Masculino,83627,4709,34808,3204,650
5960,45,Masculino,40221,770,17949,33897,357
5961,19,Masculino,134965,562,20509,46750,484
5962,55,Femenino,114870,1507,29398,96612,502
5963,54,Masculino,129054,3343,4268,43015,331
5964,68,Masculino,148345,2772,35607,18181,468
5965,69,Femenino,105837,2482,49619,18868,321
5966,21,Masculino,92843,2928,44507,88143,378
5967,39,Masculino,71313,4224,47826,24107,435
5968,43,Femenino,49251,4913,40944,17072,601
5969,66,Femenino,66586,3255,39308,93575,686
5970,60,Masculino,119693,4234,12412,45955,841
5971,53,Femenino,94418,1792,35511,22815,583
5972,30,Masculino,73884,4820,27150,48948,628
5973,69,Masculino,72620,1677,5642,93122,759
5974,49,Masculino,30040,3120,10069,28478,452
5975,34,Masculino,91677,3036,31832,87921,786
5976,58,Masculino,65878,2468,1026,62159,490
5977,53,Femenino,25969,1695,3592,28897,351
5978,63,Femenino,33162,3331,987,30028,640
5979,36,Masculino,85435,1007,15917,30112,824
5980,52,Femenino,138504,904,7238,55573,316
5981,63,Femenino,94667,1794,35515,44830,541
5982,57,Masculino,148658,4125,8330,52226,639
5983,45,Femenino,25037,3319,5650,94752,710
5984,18,Femenino,80526,4137,37264,68061,593
5985,59,Masculino,107914,2373,25217,93593,327
5986,35,Masculino,34693,1906,49588,51169,709
5987,65,Masculino,146189,4083,17807,36146,658
5988,57,Masculino,112162,2077,25712,93397,715
5989,50,Masculino,79090,4876,36489,44568,481
5990,29,Masculino,22451,3927,27865,74779,639
5991,25,Masculino,85560,1136,24633,94816,652
5992,41,Femenino,25962,1307,25275,90198,368
5993,33,Masculino,120860,2895,1145,63607,776
5994,67,Femenino,116951,1915,21963,94920,624
5995,21,Femenino,109552,2949,9300,27015,793
5996,55,Masculino,36444,3996,46697,73060,594
5997,61,Femenino,60443,4088,20879,80224,508
5998,44,Femenino,36506,4529,6242,14350,456
5999,26,Femenino,58384,1014,13832,34045,374
6000,64,Masculino,128598,3794,24683,72302,586
6001,33,Femenino,135874,3408,14285,7353,530
6002,29,Femenino,117229,2998,28823,8578,570
6003,48,Masculino,132314,1866,9097,48008,382
6004,41,Femenino,139846,840,47852,73203,564
6005,31,Femenino,44248,4472,1992,13,568
6006,62,Femenino,66162,2060,36890,56549,600
6007,42,Femenino,62690,2968,28790,20570,389
6008,51,Femenino,147521,2928,29394,77304,659
6009,20,Masculino,89625,4188,45058,49155,599
6010,41,Femenino,132752,3195,49957,93181,301
6011,59,Masculino,88008,2527,18376,32407,712
6012,26,Femenino,80309,4252,23880,3290,475
6013,43,Masculino,63237,815,19984,61282,424
6014,37,Masculino,146967,4489,13541,40698,477
6015,57,Masculino,125754,1601,28975,58946,304
6016,27,Femenino,55732,1030,4010,79581,416
6017,36,Femenino,28104,2902,8275,45759,730
6018,20,Femenino,103230,2359,36088,70362,689
6019,41,Femenino,110266,1719,18889,69509,778
6020,22,Femenino,54980,4722,40596,27118,770
6021,20,Masculino,149985,4944,40653,26218,649
6022,44,Masculino,146133,2266,40016,26065,383
6023,33,Masculino,94990,1567,40636,88507,526
6024,66,Femenino,59560,1227,32155,45018,752
6025,32,Femenino,29554,743,6349,62544,746
6026,52,Masculino,111049,2285,23347,31498,410
6027,29,Femenino,127007,1211,3062,96612,622
6028,58,Femenino,65987,3393,3852,55529,823
6029,61,Masculino,50985,3650,13160,19617,838
6030,43,Masculino,110298,4681,16322,96430,404
6031,64,Femenino,68167,2008,387,59039,385
6032,51,Femenino,136533,770,46891,17770,802
6033,40,Masculino,60428,2297,39805,73079,805
6034,48,Femenino,87238,3060,6910,53944,455
6035,67,Masculino,135078,4060,15758,17581,795
6036,37,Masculino,82723,4503,2003,18669,685
6037,29,Masculino,37038,2677,25607,81058,762
6038,40,Femenino,42219,1337,38513,91099,842
6039,21,Masculino,24271,3317,25025,19343,412
6040,40,Masculino,47397,4214,3547,50413,745
6041,65,Femenino,94491,3578,25672,17924,586
6042,65,Masculino,138088,3399,41819,57049,500
6043,18,Femenino,49602,2276,14456,94028,678
6044,42,Femenino,74471,2150,301,64407,812
6045,19,Femenino,82150,3448,39872,32066,564
6046,47,Masculino,64227,3020,31603,87583,487
6047,20,Masculino,117081,2885,41840,63894,656
6048,38,Femenino,43116,4914,43241,71856,540
6049,42,Femenino,26674,3268,20545,41573,492
6050,37,Femenino,37469,4738,49381,80236,409
6051,66,Masculino,25446,3204,40478,29157,798
6052,69,Femenino,144809,1672,16178,79820,364
6053,39,Femenino,40760,3018,18216,94529,364
6054,38,Femenino,21963,862,8242,53386,616
6055,50,Masculino,128281,1149,7496,73039,394
6056,69,Femenino,96002,2756,20866,52625,758
6057,55,Masculino,47262,3636,28357,11489,694
6058,32,Masculino,25177,1635,46252,83209,495
6059,63,Femenino,31160,4858,31212,98527,849
6060,69,Femenino,122876,3647,5887,78395,338
6061,32,Femenino,27543,1375,17862,11015,448
6062,63,Masculino,127211,4242,34856,84560,675
6063,42,Masculino,102162,4351,6040,13096,665
6064,38,Masculino,59278,1652,24536,25562,755
6065,41,Femenino,49607,2422,13440,79738,575
6066,22,Masculino,105835,1128,47189,66559,809
6067,23,Femenino,144403,3519,28371,56156,537
6068,66,Femenino,37221,2224,19724,25848,704
6069,60,Femenino,23323,1628,2343,67315,462
6070,65,Masculino,72105,1263,7188,50852,619
6071,61,Masculino,127841,1519,34006,48548,368
6072,64,Masculino,96151,4473,29096,57151,408
6073,40,Femenino,144908,4427,45216,10426,479
6074,21,Masculino,86968,3341,6856,12536,431
6075,44,Masculino,43238,3447,22044,76887,818
6076,35,Femenino,125959,1174,10620,64556,754
6077,38,Femenino,83830,1508,20723,69519,707
6078,45,Masculino,93967,1726,41142,80117,484
6079,52,Femenino,28330,2135,41503,48030,756
6080,39,Masculino,64153,4876,23475,81306,804
6081,57,Femenino,28611,823,30243,7385,809
6082,40,Femenino,33872,3338,32860,56746,589
6083,20,Masculino,69455,4310,2415,22542,544
6084,57,Femenino,54930,2185,4254,20223,337
6085,67,Femenino,92022,4212,10637,35504,414
6086,27,Femenino,82714,1041,24510,52558,797
6087,42,Masculino,144906,3444,37301,84694,636
6088,69,Femenino,122406,1827,6516,53784,758
6089,66,Femenino,108794,1138,4401,25067,418
6090,25,Masculino,68716,2760,35800,10051,355
6091,28,Masculino,128722,1929,32122,43299,723
6092,22,Femenino,86704,3365,19673,25167,419
6093,62,Femenino,20415,1461,29653,35502,349
6094,54,Femenino,96441,3462,43336,56039,664
6095,62,Masculino,131736,2968,20822,98106,672
6096,55,Femenino,90779,3728,6867,67028,661
6097,46,Masculino,102069,628,46944,91687,381
6098,22,Masculino,112556,4899,36002,682,347
6099,26,Femenino,108444,4466,22381,25204,537
6100,65,Femenino,91435,1416,39069,63159,681
6101,19,Masculino,119142,1750,17517,20866,688
6102,18,Femenino,124448,2698,11830,46662,634
6103,57,Femenino,29888,4573,10589,21131,486
6104,68,Masculino,65299,4287,34830,51392,419
6105,47,Femenino,144790,1439,4627,44714,656
6106,28,Masculino,78765,2778,45910,98404,662
6107,45,Femenino,82714,1501,468,1093,462
6108,61,Masculino,147854,4272,1344,79021,307
6109,29,Masculino,35935,2712,25454,10683,616
6110,56,Femenino,93002,2110,6098,85692,326
6111,43,Masculino,100631,2127,44869,41392,575
6112,30,Masculino,96729,3637,32229,5334,771
6113,25,Femenino,21320,4491,36575,98840,776
6114,45,Femenino,66032,1603,37504,74046,477
6115,47,Femenino,97763,2687,21341,81181,659
6116,26,Masculino,37907,4725,15375,63712,535
6117,56,Masculino,58002,3532,30106,23900,332
6118,48,Masculino,64838,3313,49740,31107,840
6119,38,Femenino,58912,2993,36651,56660,844
6120,64,Masculino,20552,4403,25905,42822,399
6121,51,Masculino,40140,528,91,99831,629
6122,48,Femenino,105591,4559,49609,24646,364
6123,69,Masculino,135169,1760,1884,54400,421
6124,42,Femenino,68737,4170,13432,65979,775
6125,29,Femenino,53367,4010,47050,48417,426
6126,18,Femenino,100634,2836,19505,62038,485
6127,39,Masculino,44061,3823,14202,63505,390
6128,57,Masculino,116590,599,10231,71210,345
6129,54,Masculino,100336,4156,40410,1869,324
6130,64,Femenino,62124,1193,40720,53800,648
6131,18,Femenino,65638,517,9595,42971,734
6132,18,Femenino,130728,4209,20087,27497,629
6133,59,Masculino,111115,3270,4482,95596,593
6134,59,Masculino,21982,1530,34749,44311,545
6135,38,Masculino,136322,4975,13918,82199,465
6136,32,Masculino,126134,4709,29984,770,556
6137,34,Masculino,55765,2119,42752,87482,651
6138,39,Femenino,102606,1350,15813,50105,488
6139,55,Masculino,116422,2396,4466,29000,574
6140,52,Femenino,129910,1475,34999,1559,333
6141,62,Femenino,74681,3016,22165,92609,789
6142,33,Masculino,83232,4688,41164,52598,798
6143,25,Femenino,82349,2015,13241,44327,544
6144,64,Masculino,120063,1625,43179,93659,553
6145,34,Masculino,83474,992,13112,6982,408
6146,34,Femenino,125327,3536,24797,18824,622
6147,43,Masculino,49513,3026,9383,98412,413
6148,30,Masculino,42592,666,19699,9147,784
6149,34,Femenino,132196,4735,11481,7078,577
6150,55,Femenino,43618,4689,5175,85280,328
6151,34,Femenino,71632,1075,17982,85409,697
6152,65,Femenino,35409,1105,31334,65853,521
6153,31,Femenino,29529,3843,17926,98644,617
6154,62,Femenino,142164,2318,8333,37212,570
6155,23,Masculino,44154,1655,14460,83994,697
6156,52,Masculino,52882,1315,89,45456,750
6157,63,Masculino,64917,3140,28561,63803,642
6158,31,Femenino,102488,2035,20790,81577,680
6159,64,Masculino,35701,3233,5490,22062,675
6160,25,Femenino,95281,1462,48055,45423,639
6161,32,Masculino,109871,3534,43223,77716,306
6162,44,Femenino,88225,2547,11704,13384,572
6163,30,Masculino,139278,4360,32627,12128,587
6164,66,Femenino,72492,2014,17593,12473,483
6165,48,Femenino,22988,3851,37746,2366,485
6166,52,Femenino,55919,1567,35992,27578,779
6167,23,Femenino,130023,1381,37624,45649,556
6168,22,Masculino,68426,4139,24177,15327,803
6169,39,Masculino,72167,2049,22623,67101,409
6170,66,Femenino,29013,3237,25935,58136,447
6171,40,Femenino,59113,600,148,92512,513
6172,42,Femenino,23574,4032,15263,36969,736
6173,51,Masculino,118016,3316,24449,77745,633
6174,43,Femenino,27838,907,24083,12929,728
6175,64,Femenino,113899,3015,31602,10444,395
6176,22,Masculino,51368,2239,42314,8756,347
6177,43,Femenino,52228,4552,13538,3453,577
6178,37,Femenino,136296,758,46883,48424,502
6179,23,Masculino,69711,1008,26981,42262,498
6180,23,Femenino,66097,4321,48956,47292,807
6181,67,Femenino,75773,4904,2363,26326,628
6182,35,Masculino,48639,4183,27508,89537,423
6183,21,Femenino,34823,4226,3107,33025,499
6184,34,Masculino,43510,1178,5628,14788,374
6185,31,Femenino,149802,1783,1451,58939,456
6186,31,Femenino,58333,1406,48963,55373,433
6187,30,Femenino,24435,767,41409,1046,611
6188,24,Femenino,58418,3603,15180,6646,419
6189,61,Femenino,77955,1700,12377,51384,311
6190,32,Masculino,79507,1616,43548,59938,844
6191,36,Femenino,71033,1398,20319,53229,419
6192,60,Femenino,106089,3290,30685,93696,382
6193,64,Masculino,138551,3144,49101,58984,527
6194,61,Masculino,92972,1558,23214,26287,485
6195,52,Femenino,122012,1187,31113,81968,510
6196,34,Masculino,67219,1287,17673,90279,342
6197,52,Femenino,54477,4994,49655,20125,808
6198,36,Masculino,109780,3144,31877,34836,372
6199,37,Masculino,62721,2664,35865,57735,318
6200,53,Femenino,87228,4957,46356,71359,464
6201,52,Masculino,35523,703,18531,26025,566
6202,49,Femenino,52326,3717,9657,32996,739
6203,65,Masculino,132626,2991,4520,36020,427
6204,61,Masculino,62205,2538,46109,98655,752
6205,57,Masculino,20125,3868,36484,20421,600
6206,41,Femenino,131248,4058,29577,24809,617
6207,34,Femenino,86735,4557,47599,57609,333
6208,24,Masculino,124396,1726,30558,17241,397
6209,60,Femenino,36375,4990,41610,47417,509
6210,67,Femenino,22711,4843,29669,9068,615
6211,18,Femenino,52437,4011,27838,64729,619
6212,52,Masculino,48022,1413,1210,26834,734
6213,49,Femenino,29182,1919,34955,69730,555
6214,53,Masculino,113177,3203,8058,91756,704
6215,30,Masculino,115066,855,49520,79235,753
6216,23,Masculino,144401,3972,43304,51544,488
6217,31,Masculino,108148,740,32699,68860,687
6218,54,Masculino,91531,2410,11463,43911,442
6219,65,Femenino,60950,2776,2843,61963,521
6220,32,Femenino,123806,1120,14335,39029,739
6221,64,Masculino,32920,1354,19834,86871,831
6222,21,Femenino,42144,4243,27727,26832,579
6223,57,Femenino,140270,2814,6644,1432,547
6224,33,Femenino,104418,3700,45314,480,415
6225,45,Femenino,22565,4124,42596,68506,704
6226,33,Femenino,108909,1560,30239,34433,554
6227,21,Femenino,73942,881,20244,52406,596
6228,62,Femenino,129093,1632,17528,14265,824
6229,43,Masculino,90560,2976,40428,74144,633
6230,45,Masculino,44691,3635,17,72786,370
6231,49,Masculino,53799,3338,46388,944,358
6232,62,Femenino,86777,2579,5999,34820,350
6233,19,Femenino,54510,1444,18040,10542,315
6234,48,Masculino,124013,4462,12397,58323,803
6235,20,Femenino,107919,4701,45386,73239,350
6236,25,Femenino,133043,3029,34055,91768,427
6237,41,Masculino,97366,4801,16651,59998,469
6238,32,Masculino,48975,3818,33202,99755,479
6239,60,Masculino,73242,1334,35265,76739,627
6240,48,Femenino,66546,4250,39208,43743,600
6241,26,Femenino,112087,4684,38805,29922,550
6242,56,Femenino,126464,3887,40574,13965,817
6243,62,Masculino,43267,4738,34381,20387,561
6244,19,Masculino,97911,706,41678,34354,390
6245,25,Femenino,107049,4034,44938,49541,493
6246,24,Masculino,89939,2552,23548,3728,628
6247,61,Masculino,141265,4806,48524,58193,363
6248,68,Femenino,24897,528,47515,89927,593
6249,56,Masculino,20163,1713,44632,25394,525
6250,59,Masculino,121614,687,22847,77835,744
6251,33,Masculino,72540,2360,25316,6480,633
6252,52,Femenino,102915,3072,5695,51806,362
6253,47,Femenino,133295,4514,13637,94066,796
6254,27,Masculino,50030,4752,13878,47232,831
6255,55,Femenino,75313,2627,37280,69642,758
6256,35,Femenino,148070,2391,40728,84239,632
6257,67,Femenino,49870,3207,45937,97636,544
6258,22,Masculino,136565,2241,4886,76656,363
6259,46,Femenino,144703,3173,3771,38920,565
6260,56,Masculino,49482,2313,30647,84854,461
6261,51,Masculino,51058,4827,38672,91258,344
6262,60,Femenino,77255,659,46686,96536,324
6263,62,Masculino,112407,843,47193,68041,599
6264,40,Femenino,137952,704,15094,88999,524
6265,22,Femenino,84930,3542,19896,80322,373
6266,47,Masculino,70500,3385,25674,73334,415
6267,23,Masculino,149329,804,44765,64918,451
6268,63,Femenino,46379,3217,46346,24253,390
6269,61,Femenino,87787,4441,27559,9003,588
6270,21,Femenino,129396,899,24487,81975,391
6271,46,Femenino,43674,4020,11575,74435,686
6272,40,Masculino,144473,1485,18228,14714,714
6273,23,Masculino,142706,2305,3924,15861,840
6274,49,Masculino,26590,2596,48469,86038,471
6275,59,Femenino,51432,4801,29097,93960,671
6276,35,Masculino,60426,1959,45938,3316,797
6277,32,Masculino,69584,1845,30509,78595,535
6278,57,Masculino,107663,730,21265,36257,341
6279,49,Masculino,58015,4282,16918,20710,448
6280,26,Femenino,93251,4000,40345,54433,777
6281,54,Masculino,89353,1382,5730,80737,419
6282,27,Masculino,115029,3273,8476,17577,828
6283,37,Masculino,102990,2831,40755,70530,840
6284,23,Masculino,24600,932,10861,7506,347
6285,65,Femenino,44690,1708,25705,57121,685
6286,20,Femenino,144319,3180,41463,67033,427
6287,59,Masculino,128286,2763,4141,9442,801
6288,28,Femenino,53762,3502,40704,58216,746
6289,60,Femenino,139006,2912,29839,2410,338
6290,34,Femenino,57499,2317,22245,26154,772
6291,49,Femenino,107988,1117,18767,74202,432
6292,21,Masculino,27670,4992,18831,97188,418
6293,21,Femenino,106687,3005,37572,21515,623
6294,34,Femenino,37341,817,47083,52718,351
6295,58,Masculino,115140,956,19653,63446,435
6296,36,Masculino,93823,1000,8568,85968,703
6297,22,Masculino,104074,4918,42145,39695,468
6298,49,Masculino,37015,2815,27855,15421,847
6299,39,Femenino,130180,4374,39830,21008,816
6300,23,Masculino,85126,1503,14379,88601,659
6301,52,Femenino,144581,4750,2847,95788,536
6302,39,Femenino,75197,4696,24042,38785,367
6303,18,Masculino,69849,1566,23830,55952,449
6304,37,Masculino,134719,2128,24467,63552,780
6305,39,Femenino,35852,3734,33500,7005,714
6306,65,Femenino,75361,2781,40081,53737,520
6307,28,Masculino,131794,4998,23620,31811,560
6308,30,Masculino,41258,2898,45577,97887,565
6309,59,Masculino,123866,3738,34926,92731,758
6310,20,Femenino,82355,4854,24195,74722,355
6311,26,Femenino,61508,4169,44254,49920,707
6312,29,Masculino,87784,1965,28222,25120,768
6313,40,Femenino,144773,2461,4619,70610,542
6314,31,Masculino,91728,1375,10503,9123,813
6315,50,Femenino,47410,4569,32287,24666,468
6316,35,Femenino,149974,4401,20428,86253,732
6317,66,Masculino,29895,1042,1210,47565,584
6318,58,Masculino,91942,4016,11606,19352,753
6319,26,Masculino,53924,4365,35938,31626,487
6320,40,Femenino,132622,4999,23857,93189,595
6321,27,Femenino,148809,1518,18132,96825,822
6322,36,Masculino,126839,1928,15558,2659,681
6323,64,Femenino,90831,1074,49909,633,642
6324,22,Masculino,32264,1958,918,15716,522
6325,64,Femenino,48038,1999,25695,91336,634
6326,69,Masculino,124458,1991,8897,17632,756
6327,40,Femenino,136936,3672,22438,17366,747
6328,47,Femenino,29136,2970,21313,35278,636
6329,42,Femenino,33213,3927,44390,85770,654
6330,45,Femenino,97608,3015,2861,20377,655
6331,51,Masculino,128546,4051,34575,99293,531
6332,62,Femenino,121589,4706,25975,67152,566
6333,65,Masculino,47431,2700,2649,96686,489
6334,64,Masculino,62290,3464,4423,56173,347
6335,42,Masculino,87539,3813,42580,8616,583
6336,27,Masculino,105535,3427,35210,9622,354
6337,31,Femenino,116815,1181,7639,83555,638
6338,59,Masculino,62747,778,2595,45160,418
6339,63,Femenino,95974,4958,21521,39163,301
6340,47,Femenino,99763,2148,45974,96900,523
6341,58,Femenino,89208,1658,45132,82097,502
6342,42,Femenino,149132,2841,4075,79112,310
6343,31,Masculino,92994,2018,32241,70787,558
6344,52,Femenino,104075,2338,9641,46278,597
6345,69,Masculino,89015,1370,20326,93888,496
6346,65,Femenino,34887,3777,34539,99023,714
6347,51,Femenino,145900,1841,36460,23419,632
6348,27,Masculino,20051,2806,25094,94616,452
6349,52,Femenino,87695,1671,18735,27577,675
6350,28,Femenino,89926,4572,42095,80133,433
6351,28,Femenino,105571,1628,19156,35557,415
6352,38,Femenino,142044,4127,33679,90765,366
6353,38,Femenino,48491,4499,9007,22645,555
6354,39,Masculino,36080,4387,42922,44516,487
6355,62,Femenino,54880,1784,13377,15306,338
6356,24,Femenino,79965,1070,1800,27968,779
6357,34,Masculino,131056,3364,17192,78131,626
6358,19,Femenino,67361,4484,37901,25065,429
6359,29,Masculino,107685,3641,41529,25920,362
6360,59,Femenino,100875,2477,969,32636,396
6361,35,Femenino,114841,946,36847,98911,711
6362,28,Masculino,86890,1780,15601,80608,829
6363,33,Femenino,91156,1136,47456,36359,745
6364,66,Femenino,89290,3473,36087,38413,535
6365,68,Masculino,36593,618,37473,69655,384
6366,35,Masculino,36167,4661,39379,70847,654
6367,52,Femenino,140920,2792,30655,8944,701
6368,43,Masculino,142534,2604,15259,3048,465
6369,33,Femenino,108091,1567,387,37212,527
6370,23,Masculino,53005,923,46753,69656,666
6371,61,Femenino,126831,4319,40835,77189,709
6372,60,Masculino,149086,4990,45814,16000,359
6373,64,Masculino,85471,1780,2489,99318,463
6374,64,Masculino,146718,2319,41475,45654,529
6375,65,Masculino,126379,3932,2890,75496,456
6376,59,Masculino,70728,1262,45100,86816,673
6377,29,Masculino,28691,2129,34210,88973,541
6378,30,Masculino,29756,942,722,25534,467
6379,21,Masculino,143670,3514,8947,99895,420
6380,56,Masculino,56308,3081,35018,44221,301
6381,19,Femenino,84079,1997,35354,13339,417
6382,43,Masculino,85524,4752,41345,35306,806
6383,44,Femenino,80466,588,22510,80359,673
6384,44,Masculino,29327,2749,39541,58134,407
6385,32,Femenino,48520,1479,11207,12459,598
6386,25,Femenino,63308,961,15073,71717,732
6387,24,Masculino,125561,4052,12647,12208,411
6388,64,Masculino,114436,3256,8190,53546,705
6389,63,Femenino,36533,4128,36855,97545,799
6390,57,Femenino,148754,3001,37846,57991,318
6391,29,Masculino,117417,879,8142,78571,319
6392,30,Masculino,113318,4996,26543,5876,805
6393,60,Masculino,64488,3483,45260,67011,453
6394,34,Femenino,87160,3560,35806,79316,814
6395,34,Masculino,60429,3450,42032,26636,777
6396,53,Masculino,71726,4230,26876,89657,683
6397,38,Masculino,106348,4924,14413,30978,497
6398,25,Masculino,93065,2431,768,58467,478
6399,22,Masculino,40653,3921,27255,25191,827
6400,43,Femenino,76921,2490,41946,91396,346
6401,33,Femenino,113396,4356,44066,26901,482
6402,53,Masculino,33654,1982,5557,11329,653
6403,45,Masculino,22108,3045,43319,20056,786
6404,46,Femenino,89483,4720,49348,83543,515
6405,64,Masculino,27899,4799,27620,28025,722
6406,29,Femenino,33372,3315,18691,10895,308
6407,54,Masculino,57682,1142,34157,9332,512
6408,47,Femenino,115909,4418,39507,80076,438
6409,40,Femenino,124971,2086,10773,4682,620
6410,33,Masculino,87799,2909,10263,74831,390
6411,31,Femenino,111724,4349,13386,613,614
6412,27,Masculino,56583,554,22381,60391,411
6413,24,Femenino,49295,1341,42629,82563,412
6414,62,Masculino,86113,1484,15258,61497,673
6415,69,Masculino,100565,3120,25993,17519,562
6416,54,Masculino,69574,3406,48585,16202,667
6417,46,Femenino,121067,2494,39021,20083,677
6418,20,Masculino,84934,2432,39001,43322,344
6419,32,Masculino,50066,2772,12324,10013,570
6420,53,Masculino,103149,602,27445,71605,794
6421,64,Femenino,133949,1469,26162,61763,546
6422,63,Masculino,105096,1571,4667,27341,473
6423,69,Femenino,28945,1236,32383,10819,335
6424,36,Femenino,49418,1865,20786,36761,601
6425,30,Femenino,102607,4130,10418,54007,457
6426,59,Masculino,69874,727,31259,29173,332
6427,38,Masculino,132158,4070,48879,56,681
6428,54,Femenino,37130,944,31651,52389,723
6429,44,Masculino,106257,2119,14055,26920,594
6430,69,Masculino,88248,2704,9123,62467,714
6431,46,Femenino,102627,3203,39756,63897,618
6432,37,Femenino,101393,3550,13755,71532,324
6433,42,Masculino,61394,4002,9734,95337,733
6434,23,Femenino,131372,4126,48704,33387,358
6435,53,Masculino,69635,1681,34760,16041,476
6436,19,Femenino,146398,3756,44666,21258,841
6437,39,Masculino,133023,1297,36827,13066,344
6438,49,Masculino,119837,1334,23587,2613,751
6439,33,Femenino,102089,3499,39661,94373,608
6440,35,Masculino,37404,2532,11741,87293,453
6441,22,Masculino,92629,4952,19528,19219,439
6442,53,Femenino,33156,3264,48157,90777,684
6443,47,Masculino,75618,2909,23266,69093,332
6444,62,Masculino,69999,4184,23854,69707,670
6445,36,Masculino,33785,3775,15706,4982,477
6446,40,Femenino,68359,507,42494,79068,659
6447,51,Femenino,110807,3019,15876,82554,735
6448,30,Femenino,34694,2719,45802,52760,305
6449,60,Femenino,56114,4374,19058,56758,530
6450,46,Femenino,89549,4228,4548,48562,700
6451,53,Masculino,77230,3829,29502,61033,322
6452,39,Masculino,52799,3871,14263,71273,460
6453,69,Masculino,110288,1113,1552,45670,493
6454,69,Femenino,31156,1188,6014,91097,565
6455,64,Masculino,30304,1397,13106,89865,382
6456,53,Femenino,60645,609,17776,18957,467
6457,26,Masculino,58938,3512,15396,66692,643
6458,56,Femenino,76982,3418,26455,64074,311
6459,68,Masculino,97614,1660,49011,3868,833
6460,36,Masculino,111614,4481,41340,17151,829
6461,55,Femenino,22315,4110,648,8606,749
6462,23,Masculino,112756,2503,45301,39338,789
